Artist,Title,ArtistGenre,CoverType,Year,spotify,bandcamp,soundcloud,youtube
The Sisters Of Murphy,Good Things,Goth,Straight,2017,0,0,0,1
aimsetc,Good Things,Acoustic,Acoustic,2014,0,0,1,0
Alanm,Good Things,Rock,Straight,2020,0,0,1,0
Many Splintered Thing,Good Things,Goth,Straight,2012,0,0,1,0
Nocebo,Heartland,Unspecified,Alternative,2021,0,1,1,1
Frown,Heartland,Unspecified,Metal,2021,1,0,0,1
Malaise,Heartland,Unspecified,Straight,2000,1,0,0,1
Kiss the anus of a black cat,Heartland,Unspecified,Acoustic,2013,0,0,0,1
Lymon Willis,Heartland,Acoustic,Acoustic,2015,0,0,0,1
Morte Psíquica,Heartland,Unspecified,Alternative,2015,0,0,0,1
Paranoid Android,Heartland,Darkwave,Electronic,2018,0,0,0,1
Pitchfork,Heartland,Unspecified,Straight,2015,0,0,0,1
POSLEDNJE MORE,Heartland,Unspecified,Alternative,2020,0,0,0,1
Roger Ambroos,Heartland,Acoustic,Acoustic,2021,0,0,0,1
Steinheim,Heartland,Unspecified,Metal,2021,0,0,0,1
Taake,Heartland,Unspecified,Metal,2020,0,0,0,1
Victor Marais,Heartland,Acoustic,Acoustic,2019,0,0,0,1
El Pedro Vidrio,Heartland,Electronic,Electronic,2014,0,1,1,0
Unto Ashes,Heartland,Alternative,Acoustic,2014,0,1,1,0
Botchandango,Heartland,Goth,Straight,2012,0,0,1,0
Dan Butler,Heartland,Goth,Straight,2015,0,0,1,0
Nmacog,Heartland,Goth,Straight,2012,0,0,1,0
Push Button Press,I Have Slept With All The Girls In Berlin,Post Punk,Straight,2018,0,0,1,1
Tobias Forsner/leftydrake,I Have Slept With All The Girls In Berlin,Unspecified,Straight,2009,0,0,1,1
Brad Salyn,I Have Slept With All The Girls In Berlin,Unspecified,Straight,2019,0,0,1,0
Fwuffy Da Destwoyah,I Was Wrong,Rock,Punk,2015,0,0,1,1
New Zero God,I Was Wrong,Rock,Straight,2013,0,0,1,1
Alienation's Verge,I Was Wrong,Unspecified,Straight,2015,0,0,0,1
Chiptune Planet,I Was Wrong,Electronic,Electronic,2015,0,0,0,1
Edward Grayclaws,I Was Wrong,Unspecified,Acoustic,2016,0,0,0,1
Evelyn Harford,I Was Wrong,Acoustic,Acoustic,2013,0,0,0,1
Ky Andrew,I Was Wrong,Unspecified,Straight,2017,0,0,0,1
Marcelo Rivera,I Was Wrong,Unspecified,Straight,2019,0,0,0,1
MyDyingHorse,I Was Wrong,Unspecified,Acoustic,2011,0,0,0,1
Raven,I Was Wrong,Unspecified,Straight,2012,0,0,0,1
sidheog & madz cover,I Was Wrong,Unspecified,Straight,2019,0,0,0,1
William Barbosa,I Was Wrong,Unspecified,Acoustic,2014,0,0,0,1
~Lesser~,I Was Wrong,Acoustic,Acoustic,2016,0,0,1,0
Blumenhofen,I Was Wrong,Goth,Straight,2021,0,0,1,0
Peter 'CZarny' Taylor,Jihad,Alternative,Alternative,2020,0,0,1,1
Beyond The Wall Of Sleep,Kiss the Carpet,Unspecified,Industrial,2000,1,0,0,1
INHK,Kiss The Carpet,Alternative,Darkwave,2020,0,0,1,0
SpeculativePrimitivism,Kiss The Carpet,Unspecified,Straight,2016,0,0,1,0
Visitor Information,Kiss The Carpet,Goth,Punk,2017,0,0,1,0
Carpathian Sunrise,Lights,Doom Metal,Metal,2019,0,0,0,1
Factheory,Lights,Rock,Straight,2016,0,0,0,1
Forgotten Rain,Lights,Unspecified,Alternative,2016,0,0,0,1
Halo,Lights,Unspecified,Metal,2013,0,0,0,1
vero,Lights,Unspecified,Alternative,2021,0,0,0,1
Nmacog,Lights,Goth,Straight,2016,0,0,1,0
DSTR,"Lucretia, My Reflection",Electronic,Electronic,2010,1,0,1,1
Alkaline Trio,"Lucretia, My Reflection",Alternative,Straight,2011,0,0,1,1
Dirge For The Dreadful,"Lucretia, My Reflection",Metal,Metal,2017,0,0,1,1
InDreamS,"Lucretia, My Reflection",Unspecified,Electronic,2013,0,0,1,1
Misfit Trauma Queen,"Lucretia, My Reflection",Electronic,Electronic,2021,0,0,1,1
Mountain Goats,"Lucretia, My Reflection",Unspecified,Alternative,2018,0,0,1,1
Paul Arcadius,"Lucretia, My Reflection",Electronic,Electronic,2013,0,0,1,1
The Black Kites,"Lucretia, My Reflection",Rock,Straight,2008,0,0,1,1
The Disingenuöus,"Lucretia, My Reflection",Metal,Metal,2021,0,0,1,1
The Emile Emilie,"Lucretia, My Reflection",Unspecified,Electronic,2015,0,0,1,1
The Noctambulant,"Lucretia, My Reflection",Metal,Metal,2022,0,0,1,1
Tim Starlight,"Lucretia, My Reflection",Unspecified,Straight,2020,0,0,1,1
Das Kelzer,"Lucretia, My Reflection",Post Punk,Straight,2019,0,1,0,1
Dominion,"Lucretia, My Reflection",Rock,Metal,2020,0,1,0,1
KINGDOM,"Lucretia, My Reflection",Black Metal,Metal,2021,0,1,0,1
Black Light Burns,"Lucretia, My Reflection",Industrial,Straight,2008,1,0,0,1
Dan Swanö,"Lucretia, My Reflection",Unspecified,Straight,2021,1,0,0,1
Gothic Sex,"Lucretia, My Reflection",Goth,Straight,2000,1,0,0,1
Kreator,"Lucretia, My Reflection",Metal,Metal,2008,1,0,0,1
Love Like Blood,"Lucretia, My Reflection",Unspecified,Straight,2001,1,0,0,1
Parralox,"Lucretia, My Reflection",Electronic,Electronic,2019,1,0,0,1
Vampire Lust,"Lucretia, My Reflection",Unspecified,Electronic,2007,1,0,0,1
Warrel Dane,"Lucretia, My Reflection",Metal,Metal,2008,1,0,0,1
AJ Schwed,"Lucretia, My Reflection",Unspecified,Straight,2019,0,0,0,1
Álgida,"Lucretia, My Reflection",Unspecified,Straight,2011,0,0,0,1
Aureah,"Lucretia, My Reflection",Unspecified,Straight,2013,0,0,0,1
Banda Control 80,"Lucretia, My Reflection",Unspecified,Straight,2012,0,0,0,1
Bazza Bingo,"Lucretia, My Reflection",Unspecified,Straight,2018,0,0,0,1
Bitcevsky park,"Lucretia, My Reflection",Unspecified,Straight,2021,0,0,0,1
Black Juju Inc,"Lucretia, My Reflection",Unspecified,Straight,2017,0,0,0,1
BlackEnd,"Lucretia, My Reflection",Unspecified,Metal,2012,0,0,0,1
Bruno Garcez,"Lucretia, My Reflection",Unspecified,Metal,2021,0,0,0,1
Chris Ellis,"Lucretia, My Reflection",Country,Acoustic,2011,0,0,0,1
D. Henrique,"Lucretia, My Reflection",Acoustic,Acoustic,2019,0,0,0,1
David Lomax,"Lucretia, My Reflection",Unspecified,Electronic,2021,0,0,0,1
Destroid,"Lucretia, My Reflection",Unspecified,Electronic,2012,0,0,0,1
Divine Shade,"Lucretia, My Reflection",Unspecified,Metal,2019,0,0,0,1
DOMINION & SORROW CHURCH,"Lucretia, My Reflection",Unspecified,Straight,2013,0,0,0,1
doopelganger,"Lucretia, My Reflection",Unspecified,Straight,2018,0,0,0,1
Double Deck,"Lucretia, My Reflection",Unspecified,Straight,2018,0,0,0,1
Factheory,"Lucretia, My Reflection",Unspecified,Straight,2016,0,0,0,1
Gravitational Pull,"Lucretia, My Reflection",Unspecified,Straight,2021,0,0,0,1
House of Leaves,"Lucretia, My Reflection",Unspecified,Straight,2016,0,0,0,1
J3REMY EX,"Lucretia, My Reflection",Dub,Electronic,2011,0,0,0,1
Kacper Rice,"Lucretia, My Reflection",Unspecified,Straight,2021,0,0,0,1
Killer Star,"Lucretia, My Reflection",Unspecified,Electronic,2011,0,0,0,1
Ladderclimber,"Lucretia, My Reflection",Unspecified,Electronic,2009,0,0,0,1
Los Estafadores,"Lucretia, My Reflection",Unspecified,Straight,2010,0,0,0,1
madsmith,"Lucretia, My Reflection",Unspecified,Straight,2020,0,0,0,1
Marika Kivi & Ksusha Ohio,"Lucretia, My Reflection",Unspecified,Straight,2015,0,0,0,1
Marili Andre,"Lucretia, My Reflection",Unspecified,Straight,2019,0,0,0,1
Mark Morriss,"Lucretia, My Reflection",Jazz,Alternative,2015,0,0,0,1
Max Dorsey,"Lucretia, My Reflection",Unspecified,Alternative,2022,0,0,0,1
Mayday,"Lucretia, My Reflection",Unspecified,Straight,2012,0,0,0,1
Opioids,"Lucretia, My Reflection",Unspecified,Straight,2014,0,0,0,1
Os Desconhecidos,"Lucretia, My Reflection",Unspecified,Straight,2015,0,0,0,1
Overcast Rain,"Lucretia, My Reflection",Unspecified,Straight,2016,0,0,0,1
Paul Lawson-Tyers,"Lucretia, My Reflection",Acoustic,Acoustic,2020,0,0,0,1
Pier Caramel,"Lucretia, My Reflection",Unspecified,Straight,2021,0,0,0,1
Projekt80,"Lucretia, My Reflection",Unspecified,Straight,2014,0,0,0,1
Retaliation,"Lucretia, My Reflection",Metal,Metal,2017,0,0,0,1
Revrndmel,"Lucretia, My Reflection",Electronic,Electronic,2018,0,0,0,1
Ritual,"Lucretia, My Reflection",Unspecified,Alternative,2014,0,0,0,1
RocksOnTheRoad,"Lucretia, My Reflection",Unspecified,Straight,2019,0,0,0,1
salomedia77,"Lucretia, My Reflection",Unspecified,Straight,2017,0,0,0,1
Sebastian HAFF feat. Laurent,"Lucretia, My Reflection",Acoustic,Country,2020,0,0,0,1
SUBWAY SWITCH,"Lucretia, My Reflection",Unspecified,Straight,2014,0,0,0,1
Surrey_Grin,"Lucretia, My Reflection",Acoustic,Acoustic,2019,0,0,0,1
TERROR SUBURBANO,"Lucretia, My Reflection",Unspecified,Straight,2020,0,0,0,1
The Band That Drips Blood,"Lucretia, My Reflection",Goth,Straight,2021,0,0,0,1
The Bonecollectors,"Lucretia, My Reflection",Psychobilly,Country,2013,0,0,0,1
The Mutated Noddys,"Lucretia, My Reflection",Unspecified,Punk,2013,0,0,0,1
The Thirsty Coffin,"Lucretia, My Reflection",Unspecified,Straight,2011,0,0,0,1
Tudor Lupascu,"Lucretia, My Reflection",Unspecified,Straight,2020,0,0,0,1
Voodoo Sharks,"Lucretia, My Reflection",Unspecified,Straight,2020,0,0,0,1
Zombie Thirteen,"Lucretia, My Reflection",Unspecified,Straight,2021,0,0,0,1
Bathead,"Lucretia, My Reflection",Darkwave,Electronic,2018,0,1,1,0
Corretja,"Lucretia, My Reflection",Metal,Metal,2019,0,1,1,0
Nomads,"Lucretia, My Reflection",Metal,Metal,2016,0,1,1,0
Adam Hansen,"Lucretia, My Reflection",Unspecified,Straight,2017,0,0,1,0
Airetikos,"Lucretia, My Reflection",Electronic,Electronic,2021,0,0,1,0
Alpha Quadrant,"Lucretia, My Reflection",Electronic,Electronic,2021,0,0,1,0
Am_808,"Lucretia, My Reflection",Alternative,Straight,2021,0,0,1,0
Andrew Grant-Weeks2,"Lucretia, My Reflection",Rock,Straight,2017,0,0,1,0
As Devils Do,"Lucretia, My Reflection",EDM,Darkwave,2016,0,0,1,0
Attasalina,"Lucretia, My Reflection",Alternative,Alternative,2013,0,0,1,0
Beaucrat,"Lucretia, My Reflection",Post Punk,Straight,2012,0,0,1,0
Billy,"Lucretia, My Reflection",Rock,Straight,2021,0,0,1,0
Blood Debt,"Lucretia, My Reflection",Goth,Straight,2016,0,0,1,0
Bloody Russians,"Lucretia, My Reflection",Goth,Straight,2016,0,0,1,0
Botchandango,"Lucretia, My Reflection",Goth,Straight,2012,0,0,1,0
brokenbirthday,"Lucretia, My Reflection",Electronic,Electronic,2019,0,0,1,0
Casino of Aeneas,"Lucretia, My Reflection",Alternative,Straight,2017,0,0,1,0
Ceasar Flores,"Lucretia, My Reflection",Electronic,Electronic,1995,0,0,1,0
Cellars,"Lucretia, My Reflection",Darkwave,Electronic,2015,0,0,1,0
ControlFreak ,"Lucretia, My Reflection",Goth,Straight,2013,0,0,1,0
Dark Alley,"Lucretia, My Reflection",Unspecified,Electronic,2019,0,0,1,0
Death and Cigarettes,"Lucretia, My Reflection",Punk,Straight,2013,0,0,1,0
deifius,"Lucretia, My Reflection",Unspecified,Acoustic,2013,0,0,1,0
DENTRO DE TUS PESADILLAS,"Lucretia, My Reflection",Psychobilly,Country,2016,0,0,1,0
Dogs of Verona,"Lucretia, My Reflection",Goth,Straight,2013,0,0,1,0
douglaseven23,"Lucretia, My Reflection",Acoustic,Acoustic,2012,0,0,1,0
Dryland Goth Rock,"Lucretia, My Reflection",Rock,Straight,2019,0,0,1,0
Eric Krupitzer,"Lucretia, My Reflection",Unspecified,Straight,2021,0,0,1,0
Fault,"Lucretia, My Reflection",Unspecified,Acoustic,2013,0,0,1,0
FOLD,"Lucretia, My Reflection",Electronic,Electronic,2021,0,0,1,0
Hard Rock Zombie,"Lucretia, My Reflection",Unspecified,Straight,2013,0,0,1,0
Illogical_Format,"Lucretia, My Reflection",Electronic,Electronic,2021,0,0,1,0
InfernalMaschine,"Lucretia, My Reflection",Synth,Electronic,2013,0,0,1,0
Into The Trees,"Lucretia, My Reflection",Post Punk,Straight,2020,0,0,1,0
J. Glass,"Lucretia, My Reflection",Darkwave,Darkwave,2016,0,0,1,0
Jgstephens,"Lucretia, My Reflection",Unspecified,Electronic,2013,0,0,1,0
Jim Duplex,"Lucretia, My Reflection",Goth,Straight,2021,0,0,1,0
John - Mcginto,"Lucretia, My Reflection",Alternative,Darkwave,2017,0,0,1,0
Johnny Monster,"Lucretia, My Reflection",Unspecified,Straight,2014,0,0,1,0
Keffle_Records,"Lucretia, My Reflection",Rock,Straight,2014,0,0,1,0
knixx,"Lucretia, My Reflection",Metal,Metal,2021,0,0,1,0
Konstantins Jaunzems,"Lucretia, My Reflection",Rock,Straight,2016,0,0,1,0
Lonely Blue Recordings,"Lucretia, My Reflection",Electronic,Electronic,2016,0,0,1,0
Lutz R. Bierend,"Lucretia, My Reflection",Unspecified,Straight,2015,0,0,1,0
Machinery Of Desire,"Lucretia, My Reflection",Acoustic,Acoustic,2014,0,0,1,0
MECHnoPHILE,"Lucretia, My Reflection",Industrial,Electronic,2013,0,0,1,0
Moon Sound Malabar,"Lucretia, My Reflection",Alternative,Alternative,2017,0,0,1,0
Nmacog,"Lucretia, My Reflection",Goth,Straight,2012,0,0,1,0
NOCONTROLLER,"Lucretia, My Reflection",Unspecified,Straight,2021,0,0,1,0
noiseonport,"Lucretia, My Reflection",World,Electronic,2021,0,0,1,0
Nullsaurus IS MOVING!,"Lucretia, My Reflection",Unspecified,Straight,2017,0,0,1,0
Patrick Scott,"Lucretia, My Reflection",House,Electronic,2005,0,0,1,0
paulboutin,"Lucretia, My Reflection",Rock,Straight,2020,0,0,1,0
Pedro Damian 1,"Lucretia, My Reflection",Alternative,Alternative,2017,0,0,1,0
Phoenix Elm,"Lucretia, My Reflection",Alternative,Electronic,2021,0,0,1,0
Revrndmel&The Dead Lights,"Lucretia, My Reflection",Alternative,Straight,2018,0,0,1,0
sade/alienor,"Lucretia, My Reflection",Electronic,Electronic,2013,0,0,1,0
Sam Grun,"Lucretia, My Reflection",Electronic,Electronic,2013,0,0,1,0
Simon Phoenix 1978,"Lucretia, My Reflection",Synth,Electronic,2016,0,0,1,0
smothermachinemusic,"Lucretia, My Reflection",Alternative,Straight,2014,0,0,1,0
The Last Tsar,"Lucretia, My Reflection",Rock,Metal,2020,0,0,1,0
TheSexCripples,"Lucretia, My Reflection",Goth,Straight,2020,0,0,1,0
thetannhausergate,"Lucretia, My Reflection",Darkwave,Straight,2012,0,0,1,0
This Damn Age,"Lucretia, My Reflection",Unspecified,Darkwave,2015,0,0,1,0
Trancesistor,"Lucretia, My Reflection",Unspecified,Straight,2013,0,0,1,0
user4481301,"Lucretia, My Reflection",Alternative,Straight,2012,0,0,1,0
Vesper Valen,"Lucretia, My Reflection",Electronic,Electronic,2021,0,0,1,0
Villain,"Lucretia, My Reflection",Industrial,Straight,2016,0,0,1,0
wiltedleaves,"Lucretia, My Reflection",Unspecified,Straight,2013,0,0,1,0
Castration Proclamation,"Lucretia, My Reflection",Punk,Straight,2017,0,1,0,0
FODEEGY,"Lucretia, My Reflection",Electronic,Electronic,2015,0,1,0,0
For The Sake Of Tapes,"Lucretia, My Reflection",Alternative,Straight,2017,0,1,0,0
Huszar,"Lucretia, My Reflection",Black Metal,Metal,2017,0,1,0,0
Manchester String Quartet,"Lucretia, My Reflection",Alternative,Acoustic,2017,0,1,0,0
Spacewaves,"Lucretia, My Reflection",Rock,Straight,2019,0,1,0,0
Stahlnebel & BlackSelket,"Lucretia, My Reflection",Electronic,Electronic,2019,0,1,0,0
Tomb Of Nick Cave,"Lucretia, My Reflection",Rock,Straight,2020,0,1,0,0
Konqistador,"Lucretia, My Reflection",Darkwave,Darkwave,2017,1,0,0,0
Stigmata,Marian,Goth,Straight,2012,0,1,1,1
My Diarrhoea,Marian,Unspecified,Electronic,2019,0,0,1,1
Selfishshadows,Marian,Goth,Straight,2021,0,0,1,1
System Of A Down,Marian,Unspecified,Metal,2012,0,0,1,1
Zulmet,Marian,Black Metal,Metal,2019,0,0,1,1
Симптом,Marian,Goth,Straight,2017,0,0,1,1
Austere Moon ,Marian,Goth,Straight,2020,0,1,0,1
Dim Aura,Marian,Black Metal,Metal,2017,0,1,0,1
Mittel Kontrast,Marian,Unspecified,Alternative,2015,0,1,0,1
Columbia Obstruction Box,Marian,Goth,Straight,2021,1,0,0,1
Flesh Of My Flesh,Marian,Unspecified,Straight,2007,1,0,0,1
REAL:DEAD:LOVE,Marian,Unspecified,Straight,2014,1,0,0,1
Scooter,Marian,Electronic,Electronic,2009,1,0,0,1
5 GENERAIS,Marian,Goth,Straight,2020,0,0,0,1
Astraea Invade,Marian,Goth,Straight,2013,0,0,0,1
Beschreibung,Marian,Acoustic,Acoustic,2015,0,0,0,1
Black Planet,Marian,Unspecified,Straight,2019,0,0,0,1
Cadaverous Condition,Marian,Unspecified,Metal,1993,0,0,0,1
Charles J. Hin,Marian,Unspecified,Alternative,2020,0,0,0,1
Double Dare,Marian,Unspecified,Acoustic,2017,0,0,0,1
Edith Crash,Marian,Acoustic,Acoustic,2016,0,0,0,1
ESKIL SIMONSSON,Marian,Electronic,Electronic,2018,0,0,0,1
Fall,Marian,Unspecified,Straight,2019,0,0,0,1
Guillotine Dream,Marian,Unspecified,Straight,2019,0,0,0,1
HOTEL NOIR,Marian,Unspecified,Straight,2017,0,0,0,1
Illumini X,Marian,Unspecified,Straight,2015,0,0,0,1
Jenny Jenny,Marian,Unspecified,Acoustic,2020,0,0,0,1
Karmanaut,Marian,Unspecified,Straight,2010,0,0,0,1
Mantus,Marian,Unspecified,Straight,2013,0,0,0,1
Mr. Fastenseatbelts,Marian,Unspecified,Alternative,2019,0,0,0,1
nick spear,Marian,Acoustic,Acoustic,2020,0,0,0,1
Oren Pildus,Marian,Unspecified,Metal,2019,0,0,0,1
Panazee,Marian,Unspecified,Straight,2012,0,0,0,1
Paranoid Android,Marian,Electronic,Electronic,2018,0,0,0,1
POESIE NOIRE,Marian,Unspecified,Straight,2020,0,0,0,1
Reborlucion,Marian,Unspecified,Straight,2011,0,0,0,1
Reptile House,Marian,Unspecified,Straight,2019,0,0,0,1
Roger Ambroos,Marian,Acoustic,Acoustic,2020,0,0,0,1
sławek szczepański,Marian,Unspecified,Straight,2012,0,0,0,1
Soul In Isolation,Marian,Unspecified,Straight,2010,0,0,0,1
The Andersons,Marian,Unspecified,Straight,2020,0,0,0,1
The Escape,Marian,Acoustic,Acoustic,2016,0,0,0,1
The Mission,Marian,Unspecified,Straight,2020,0,0,0,1
Uranium Orchids,Marian,Unspecified,Straight,2020,0,0,0,1
WAKE,Marian,Unspecified,Straight,2011,0,0,0,1
Yağmur,Marian,Unspecified,Alternative,2015,0,0,0,1
Zombie Thirteen,Marian,Unspecified,Straight,2021,0,0,0,1
▲Ｂｓｔｒ▲Ｃｋｔｂｌ▲Ｃｋ,Marian,EDM,Electronic,2021,0,0,1,0
Ann,Marian,Acoustic,Acoustic,2018,0,0,1,0
Atypic,Marian,Unspecified,Acoustic,2016,0,0,1,0
Belle Mystère,Marian,Goth,Straight,2012,0,0,1,0
Hdx,Marian,Synth,Electronic,2015,0,0,1,0
Inês Viegas,Marian,Unspecified,Acoustic,2020,0,0,1,0
Into The Trees,Marian,Post Punk,Straight,2020,0,0,1,0
Johnnie Ha Ha,Marian,Unspecified,Straight,2021,0,0,1,0
Mr. Filler's Monologues,Marian,Electronic,Electronic,2015,0,0,1,0
Nmacog,Marian,Goth,Straight,2015,0,0,1,0
Orbs/Farah,Marian,Alternative,Straight,2021,0,0,1,0
Reverend Chris,Marian,Unspecified,Straight,2021,0,0,1,0
Sid Briggs,Marian,Rock,Acoustic,2020,0,0,1,0
Tecnoman Sf,Marian,Electronic,Electronic,2012,0,0,1,0
The carnage visors,Marian,Alternative,Straight,2022,0,0,1,0
ThePops,Marian,Unspecified,Alternative,2016,0,0,1,0
theRAME,Marian,Goth,Electronic,2015,0,0,1,0
Western Sect,Marian,Goth,Darkwave,2013,0,0,1,0
Worldofabaddon,Marian,Unspecified,Metal,2014,0,0,1,0
John Trap,Marian,Alternative,Acoustic,2007,0,1,0,0
Kalmankantaja,Marian,Dark,Darkwave,2021,0,1,0,0
Symptom,Marian,Rock,Straight,2017,0,1,0,0
V.A. Bolivia Goth,Marian,Rock,Straight,2015,0,1,0,0
Nouvelle Vague,Marian,Brazilian Pop,Acoustic,2004,1,0,0,0
Manos Kountouris,More,Unspecified,Metal,2014,0,0,1,1
Atrocity,More,Metal,Metal,2021,1,0,0,1
Nevergreen,More,Unspecified,Metal,2014,1,0,0,1
One,More,Unspecified,Straight,2000,1,0,0,1
Antonis Panagakos,More,Unspecified,Straight,2018,0,0,0,1
Babalith,More,Electronic,Electronic,2012,0,0,0,1
BLIND PASSENGER,More,Unspecified,Straight,2018,0,0,0,1
Cycle & Ana Curra,More,Unspecified,Straight,2015,0,0,0,1
Gregorian,More,Unspecified,Straight,2015,0,0,0,1
Really Ross,More,Acoustic,Acoustic,2009,0,0,0,1
Shaman,More,Unspecified,Metal,2017,0,0,0,1
Brad Salyn,More,Unspecified,Straight,2019,0,0,1,0
Carnal,More,Unspecified,Metal,2014,0,0,1,0
Dave Prescott,More,EDM,Electronic,2019,0,0,1,0
Lilly E. Gray,More,Goth,Straight,2021,0,0,1,0
Lukascollision,More,Folk,Acoustic,2011,0,0,1,0
steve-griffiths,More,Goth,Straight,2015,0,0,1,0
Tenebras Sex,More,Rock,Straight,2021,0,0,1,0
Meat Loaf,More,Rock,Straight,2016,1,0,0,0
Unwoman,More,Steampunk,Acoustic,2016,1,0,0,0
A Pregnant Light,Mother Russia,Metal,Metal,2021,0,1,0,0
Candy Apple Black,Never Land,Electronic,Straight,2020,0,1,1,1
The Long Losts,Never Land,Rock,Straight,2017,0,1,1,1
Heirs,Never Land,Unspecified,Straight,2011,1,0,0,1
Lizard Smile,Never Land,Unspecified,Electronic,2000,1,0,0,1
djstauby,Never Land,Electronic,Electronic,2019,0,0,0,1
Zombie Thirteen,Never Land,Unspecified,Straight,2021,0,0,0,1
Solitary Debate,Never Land,Ambient,Straight,2012,0,1,1,0
Adam Colegrove Personal,Never Land,Goth,Straight,2014,0,0,1,0
Python Blue,Never Land,Unspecified,Straight,2021,0,0,1,0
Thee Charitable Trusts,Never Land,Rock,Straight,2021,0,0,1,0
Ahráyeph,Never Land,Goth,Straight,2016,0,1,0,0
Sleepmask,Nine While Nine,Goth,Straight,2010,1,1,1,1
Jan Doyle Band,Nine While Nine,Unspecified,Electronic,2021,0,0,1,1
The Beauty of Gemina,Nine While Nine,Goth,Straight,2020,1,0,0,1
Arcamen,Nine While Nine,Unspecified,Straight,2019,0,0,0,1
Conscious Grooves,Nine While Nine,Unspecified,Straight,2018,0,0,0,1
David Bayne and Phasade,Nine While Nine,Electronic,Electronic,2014,0,0,0,1
falsequilibrium,Nine While Nine,Unspecified,Acoustic,2012,0,0,0,1
