Artist,Title,ArtistGenre,CoverType,Year,spotify,bandcamp,soundcloud,youtube
Josephine Alley,Nine While Nine,Unspecified,Alternative,2021,0,0,0,1
KILL SHELTER & ANTIPOLE,Nine While Nine,Unspecified,Straight,2021,0,0,0,1
Klang Lawine,Nine While Nine,Unspecified,Straight,2013,0,0,0,1
Temple of Mercy,Nine While Nine,Goth,Straight,2018,0,0,0,1
Utolsó Hullám,Nine While Nine,Unspecified,Straight,2021,0,0,0,1
Zombie Thirteen,Nine While Nine,Unspecified,Straight,2021,0,0,0,1
Botchandango,Nine While Nine,Goth,Straight,2012,0,0,1,0
Elknight,Nine While Nine,Rock,Straight,2016,0,0,1,0
Moritz Kraft,Nine While Nine,Unspecified,Metal,2013,0,0,1,0
Nmacog,Nine While Nine,Goth,Straight,2012,0,0,1,0
Cradle Of Filth,No Time To Cry,Metal,Metal,2001,1,1,1,1
Little Dead Bertha,No Time To Cry,Metal,Metal,2018,0,1,0,1
Angelic Deceptions,No Time To Cry,Unspecified,Metal,2020,0,0,0,1
Black Planet,No Time To Cry,Unspecified,Straight,2018,0,0,0,1
BlackRain,No Time To Cry,Metal,Metal,2011,0,0,0,1
D.D.T.,No Time To Cry,Metal,Metal,2011,0,0,0,1
Dark Door,No Time To Cry,Electronic,Electronic,2020,0,0,0,1
Ghostwood,No Time To Cry,Unspecified,Straight,2015,0,0,0,1
Labores Somnium,No Time To Cry,Unspecified,Electronic,2014,0,0,0,1
Luiz Negrinho,No Time To Cry,Acoustic,Acoustic,2011,0,0,0,1
madsmith,No Time To Cry,Unspecified,Straight,2016,0,0,0,1
Orion Syria,No Time To Cry,Unspecified,Metal,2012,0,0,0,1
RAYBURNWORLD,No Time To Cry,Electronic,Electronic,2021,0,0,0,1
Sinápsis,No Time To Cry,Unspecified,Metal,2019,0,0,0,1
SONS OF NEVERLAND,No Time To Cry,Unspecified,Straight,2012,0,0,0,1
Stoynov666,No Time To Cry,Acoustic,Acoustic,2017,0,0,0,1
The Temple Of Mercy,No Time To Cry,Goth,Straight,2019,0,0,0,1
Tishina Project,No Time To Cry,Unspecified,Straight,2012,0,0,0,1
Umbra Et Imago,No Time To Cry,Unspecified,Metal,2012,0,0,0,1
Denis95490,No Time To Cry,Alternative,Alternative,2019,0,0,1,0
Goat Fetus,No Time To Cry,Metal,Metal,2021,0,0,1,0
Kinkyluvin,No Time To Cry,Unspecified,Electronic,2015,0,0,1,0
Nick Maatjes,No Time To Cry,Unspecified,Acoustic,2021,0,0,1,0
Seraf,No Time To Cry,Metal,Metal,2018,0,0,1,0
Sixpounder,No Time To Cry,Metal,Metal,2021,0,0,1,0
The Project Mendes,No Time To Cry,EBM,Electronic,2015,0,0,1,0
Unbeauty Indonesia,No Time To Cry,Metal,Metal,2020,0,0,1,0
Rat Diatribe,No Time To Cry,Ambient,Electronic,2020,0,1,0,0
Dusk,On The Wire,Unspecified,Electronic,2017,0,0,0,1
Swesor Bhrater,On The Wire,Unspecified,Alternative,2021,0,0,0,1
Ворочарак,On The Wire,Metal,Metal,2019,0,0,0,1
Brad Salyn,On The Wire,Unspecified,Straight,2019,0,0,1,0
Years Of Denial,Poison Door,Unspecified,Straight,2021,0,0,1,1
Morbid Poetry,Poison Door,Unspecified,Straight,2000,1,0,0,1
Bay Laurel,Poison Door,Unspecified,Straight,2015,0,0,0,1
Black Planet,Poison Door,Unspecified,Straight,2018,0,0,0,1
Ghost Dance,Poison Door,Unspecified,Straight,2008,0,0,0,1
Motten,Poison Door,Darkwave,Straight,2019,0,0,0,1
The Sisters Of Murphy,Poison Door,Goth,Straight,2018,0,0,0,1
Blumenhofen,Poison Door,Goth,Straight,2021,0,0,1,0
Dawn of Elysium,Poison Door,Alternative,Straight,2022,0,0,1,0
Mr.Psychosound,Poison Door,Electronic,Electronic,2016,0,0,1,0
OrLoK,Possession,Unspecified,Electronic,2010,0,0,0,1
The Insomnia Night,Possession,Unspecified,Alternative,2018,0,0,0,1
The Temple of Mercy,Possession,Goth,Straight,2021,0,0,0,1
Nocebo,Rain From Heaven,Unspecified,Alternative,2020,0,1,1,1
M Lewis,Rain From Heaven,Unspecified,Straight,2015,0,0,0,1
HeavenlyCreatures,Rain From Heaven,Goth,Straight,2012,0,0,1,0
Gravitational Pull,Ribbons,Unspecified,Straight,2021,0,0,0,1
T.N.V ( The Negative Visions ),Ribbons,Unspecified,Straight,2015,0,0,0,1
The Arkham Rebellion,Ribbons,Unspecified,Straight,2016,0,0,0,1
Brad Salyn,Ribbons,Rock,Straight,2019,0,0,1,0
Cyberactive,Ribbons,Alternative,Alternative,2020,0,0,1,0
Marek Krukowski,Ribbons,Unspecified,Metal,2014,0,0,1,0
Brad Salyn,Romeo Down,Unspecified,Straight,2019,0,0,1,0
Tobias Forsner/leftydrake,Show Me,Unspecified,Metal,2021,0,0,1,1
Liturgy Of Decay,Some Kind Of Stranger,Goth,Metal,2017,0,1,1,1
Andy McQuade,Some Kind Of Stranger,Alternative,Acoustic,2017,1,0,1,1
The Faces Of Sarah,Some Kind Of Stranger,Alternative,Acoustic,2013,1,1,0,1
The Elizabeth Dane,Some Kind Of Stranger,Unspecified,Straight,2000,1,0,0,1
The Mist Of Avalon,Some Kind Of Stranger,Unspecified,Straight,2000,1,0,0,1
3IB,Some Kind Of Stranger,Unspecified,Acoustic,2022,0,0,0,1
Ghosting,Some Kind Of Stranger,Unspecified,Straight,2001,0,0,0,1
joebar5th,Some Kind Of Stranger,Unspecified,Straight,2008,0,0,0,1
Syria,Some Kind Of Stranger,Unspecified,Alternative,2021,0,0,0,1
Xrist Off,Some Kind Of Stranger,Unspecified,Acoustic,2011,0,0,0,1
Brad Salyn,Some Kind Of Stranger,Rock,Straight,2019,0,0,1,0
Dreary Racket,Some Kind Of Stranger,Rock,Straight,2021,0,0,1,0
G S Pearce,Some Kind Of Stranger,Unspecified,Straight,2014,0,0,1,0
Mind Flayer,Some Kind Of Stranger,Acoustic,Acoustic,2020,0,0,1,0
Mist Of Avalon,Some Kind Of Stranger,Metal,Metal,2000,0,0,1,0
P-CZ,Some Kind Of Stranger,Unspecified,Straight,2015,0,0,1,0
The Brothers of Tyranny,Some Kind Of Stranger,Electronic,Electronic,2013,0,0,1,0
Unwoman,Some Kind Of Stranger,Steampunk,Acoustic,2011,1,0,0,0
Satellitesongs,Something Fast,Unspecified,Acoustic,2021,0,0,1,1
AFigureOfDisguise,Something Fast,Unspecified,Straight,2019,0,0,0,1
Anton Albertse,Something Fast,Unspecified,Straight,2013,0,0,0,1
Funky Right Hand,Something Fast,Unspecified,Straight,2017,0,0,0,1
Gaazi,Something Fast,Unspecified,Straight,2018,0,0,0,1
Johnette Napolitano,Something Fast,Unspecified,Straight,2013,0,0,0,1
Mágoa Nocturna,Something Fast,Unspecified,Straight,2020,0,0,0,1
Marcel Bartholo,Something Fast,Unspecified,Straight,2017,0,0,0,1
Marion Arnett,Something Fast,Unspecified,Straight,2017,0,0,0,1
Mystify,Something Fast,Unspecified,Straight,2015,0,0,0,1
Page 12,Something Fast,Unspecified,Straight,2022,0,0,0,1
qhnilingus,Something Fast,Unspecified,Straight,2016,0,0,0,1
Skaldir feat. Goreminister,Something Fast,Unspecified,Straight,2016,0,0,0,1
Snow Storm,Something Fast,Unspecified,Metal,2013,0,0,0,1
Something Fast,Something Fast,Unspecified,Straight,2017,0,0,0,1
Temple of Mercy,Something Fast,Unspecified,Straight,2018,0,0,0,1
Terminal Choice,Something Fast,Unspecified,Straight,2008,0,0,0,1
V/Terpan,Something Fast,Unspecified,Straight,2020,0,0,0,1
ZeitZoigen,Something Fast,Unspecified,Straight,2011,0,0,0,1
~Lesser~,Something Fast,Acoustic,Acoustic,2014,0,0,1,0
Cemeterysiren,Something Fast,Acoustic,Acoustic,2021,0,0,1,0
G. Neves,Something Fast,Goth,Acoustic,2015,0,0,1,0
James Marc Florance,Something Fast,Unspecified,Acoustic,2020,0,0,1,0
Alex Meehan,Still,Unspecified,Straight,2012,0,0,1,0
Brad Salyn,Still,Unspecified,Straight,2019,0,0,1,0
ARF,Summer,Unspecified,Straight,2007,0,0,0,1
Dollysplit,Summer,Unspecified,Straight,2014,0,0,0,1
Blumenhofen,Summer,Goth,Straight,2021,0,0,1,0
Brad Salyn,Summer,Rock,Straight,2019,0,0,1,0
Ahráyeph,Summer,Goth,Straight,2016,0,1,0,0
Johnnie Ha Ha,Temple Of Love,Unspecified,Straight,2022,0,0,1,1
Paranoid Android,Temple Of Love,Unspecified,Electronic,2015,0,0,1,1
Mekrokiev,Temple Of Love,Unspecified,Straight,2012,0,1,0,1
Crematory,Temple Of Love,Goth,Straight,2021,1,0,0,1
Deadlock,Temple Of Love,Unspecified,Straight,2021,1,0,0,1
Haunted Echo,Temple Of Love,Unspecified,Industrial,2016,1,0,0,1
Johnny Hollow,Temple Of Love,Unspecified,Darkwave,2014,1,0,0,1
Mr Irish Bastard,Temple Of Love,Folk Punk,Punk,2006,1,0,0,1
Technova,Temple Of Love,Techo,Electronic,2009,1,0,0,1
Aion,Temple Of Love,Unspecified,Straight,1997,0,0,0,1
Black Sky,Temple Of Love,Unspecified,Straight,2017,0,0,0,1
Caroline Salmona,Temple Of Love,Acoustic,Acoustic,2021,0,0,0,1
Cella' Door,Temple Of Love,Unspecified,Alternative,2013,0,0,0,1
Creaming Jesus,Temple Of Love,Unspecified,Punk,2015,0,0,0,1
Danny McEvoy,Temple Of Love,Unspecified,Acoustic,2016,0,0,0,1
Demetrios,Temple Of Love,Unspecified,Darkwave,2018,0,0,0,1
DJ Priamos,Temple Of Love,Electronic,Electronic,2012,0,0,0,1
Dominion,Temple Of Love,Goth,Straight,2012,0,0,0,1
Double Deck Cwb,Temple Of Love,Unspecified,Straight,2018,0,0,0,1
dzsi666,Temple Of Love,Acoustic,Acoustic,2020,0,0,0,1
Eoin Whitehead,Temple Of Love,Acoustic,Acoustic,2021,0,0,0,1
Leaf,Temple Of Love,Unspecified,Metal,2010,0,0,0,1
Mac,Temple Of Love,Acoustic,Acoustic,2020,0,0,0,1
madsmith,Temple Of Love,Unspecified,Straight,2020,0,0,0,1
Midas,Temple Of Love,Unspecified,Straight,2019,0,0,0,1
Milking The Goatmachine,Temple Of Love,Black Metal,Metal,2014,0,0,0,1
New Zero God,Temple Of Love,Unspecified,Straight,2013,0,0,0,1
screwthestatusquo,Temple Of Love,Acoustic,Acoustic,2009,0,0,0,1
Swayin Ease,Temple Of Love,Unspecified,Alternative,1991,0,0,0,1
Temple of Mercy,Temple Of Love,Goth,Straight,2019,0,0,0,1
Thanassis Bard,Temple Of Love,Unspecified,Straight,2015,0,0,0,1
The Art Of Pain,Temple Of Love,Unspecified,Metal,2009,0,0,0,1
The Bus Station Loonies,Temple Of Love,Unspecified,Reggae,2020,0,0,0,1
The FAKE,Temple Of Love,Unspecified,Straight,2016,0,0,0,1
The Mistress of Jersey,Temple Of Love,Goth,Straight,2021,0,0,0,1
The Visionary Heads,Temple Of Love,Unspecified,Straight,2013,0,0,0,1
TOMAHAWK,Temple Of Love,Unspecified,Straight,2021,0,0,0,1
Tudor Lupascu,Temple Of Love,Unspecified,Alternative,2017,0,0,0,1
Valium,Temple Of Love,Metal,Metal,2010,0,0,0,1
Yohualli,Temple Of Love,Electronic,Electronic,2018,0,0,0,1
Black Glitters,Temple Of Love,Goth,Straight,2019,0,0,1,0
Brad Salyn,Temple Of Love,Unspecified,Straight,2019,0,0,1,0
Des Teufels Sohn,Temple Of Love,Synth,Electronic,2017,0,0,1,0
Occidentaldawn,Temple Of Love,Electronic,Electronic,2015,0,0,1,0
Prophet1,Temple Of Love,Goth,Straight,2011,0,0,1,0
Ruinednation,Temple Of Love,Unspecified,Electronic,2011,0,0,1,0
sonofJNEBO,Temple Of Love,Alternative,Alternative,2020,0,0,1,0
Spiderlegs,Temple Of Love,Goth,Metal,2022,0,0,1,0
sromusik,Temple Of Love,Goth,Acoustic,2013,0,0,1,0
The Psychedelics,Temple Of Love,Rock,Straight,2018,0,0,1,0
This Second Skin,Temple Of Love,Unspecified,Metal,2016,0,0,1,0
UtterSpace,Temple Of Love,Synth,Electronic,2018,0,0,1,0
Vortex Riseandreverberate,Temple Of Love,Unspecified,Straight,2011,0,0,1,0
Wulf Acidrug,Temple Of Love,Metal,Metal,2021,0,0,1,0
Ciretose Sire,Temple Of Love,Unspecified,Straight,2012,0,1,0,0
Eald,Temple Of Love,Black Metal,Metal,2014,0,1,0,0
Kaoskraft,Temple Of Love,Black Metal,Metal,2021,0,1,0,0
Reizstrom,Temple Of Love,Electronic,Electronic,2013,0,1,0,0
Killus,Temple Of Love,Metal,Metal,2011,1,0,0,0
Sonikelectrik,The Damage Done,Rock,Darkwave,2022,0,0,1,1
Ariel Pink,The Damage Done,Unspecified,Straight,2011,0,0,0,1
The Sisters Of Murphy,The Damage Done,Goth,Straight,2017,0,0,0,1
Alanm,The Damage Done,Techno,Electronic,2020,0,0,1,0
Lambchop,This Corrosion,Country,Country,2002,1,0,1,1
Maryslim,This Corrosion,Unspecified,Metal,2007,1,0,1,1
Unheilig,This Corrosion,Unspecified,Electronic,2015,0,0,1,1
Godhead,This Corrosion,Industrial,Industrial,2007,1,0,0,1
Konqistador,This Corrosion,Darkwave,Darkwave,2017,1,0,0,1
B6,This Corrosion,Unspecified,Acoustic,2011,0,0,0,1
Bosshoss,This Corrosion,Country,Country,2010,0,0,0,1
buyer II,This Corrosion,Acoustic,Acoustic,2019,0,0,0,1
Carrion,This Corrosion,Unspecified,Metal,2012,0,0,0,1
CHARCOALCITY,This Corrosion,Unspecified,Metal,2018,0,0,0,1
Danny McEvoy,This Corrosion,Acoustic,Acoustic,2021,0,0,0,1
Death Rose,This Corrosion,Unspecified,Metal,2017,0,0,0,1
dEk101,This Corrosion,Unspecified,Straight,2021,0,0,0,1
Dragon Heart Studio,This Corrosion,Unspecified,Alternative,2016,0,0,0,1
Emerald Mind,This Corrosion,Unspecified,Metal,2018,0,0,0,1
Hey Now HEY NOW NOW,This Corrosion,Unspecified,Straight,2016,0,0,0,1
In Extremo,This Corrosion,Unspecified,Metal,2009,0,0,0,1
KT6 Vocal Group,This Corrosion,Vocal,Vocal,2018,0,0,0,1
Lisa Cuthbert,This Corrosion,Acoustic,Acoustic,2014,0,0,0,1
madfoot,This Corrosion,Acoustic,Acoustic,2015,0,0,0,1
madsmith,This Corrosion,Unspecified,Straight,2020,0,0,0,1
Pharaoh Sol,This Corrosion,Alternative,Alternative,2015,0,0,0,1
Seattle School of Rock,This Corrosion,Unspecified,Alternative,2014,0,0,0,1
Sexy Kill Device,This Corrosion,Punk,Metal,2013,0,0,0,1
SKD,This Corrosion,Unspecified,Metal,2011,0,0,0,1
SPEED-iD,This Corrosion,Unspecified,Metal,2017,0,0,0,1
stephan schäfer,This Corrosion,Acoustic,Acoustic,2017,0,0,0,1
Super Sweet Music,This Corrosion,Acoustic,Acoustic,2019,0,0,0,1
Temple of Mercy,This Corrosion,Goth,Straight,2019,0,0,0,1
The Hourglass,This Corrosion,Unspecified,Metal,2015,0,0,0,1
The Illusion Fades,This Corrosion,Unspecified,Metal,2013,0,0,0,1
The Phenomenal Handclap Band & Diane Birch,This Corrosion,Unspecified,Jazz,2021,0,0,0,1
Vanessa Laurin,This Corrosion,Unspecified,Acoustic,2013,0,0,0,1
YakumO_YoshikI,This Corrosion,Unspecified,Metal,2016,0,0,0,1
Osiris Saline,This Corrosion,Rock,Alternative,2018,0,1,1,0
Excursia,This Corrosion,Metal,Metal,2017,1,0,1,0
Anathēma_Latēly,This Corrosion,Rock,Straight,2019,0,0,1,0
Brad Salyn,This Corrosion,Unspecified,Straight,2019,0,0,1,0
Covered In Flies,This Corrosion,Unspecified,Straight,2021,0,0,1,0
GD Luxxe,This Corrosion,Unspecified,Electronic,2014,0,0,1,0
gnarlyswine,This Corrosion,Unspecified,Straight,2011,0,0,1,0
Infest8,This Corrosion,Electronic,Electronic,2017,0,0,1,0
Joe Kazschwehrov ,This Corrosion,Unspecified,Acoustic,2018,0,0,1,0
La Belle Damned,This Corrosion,Goth,Metal,2016,0,0,1,0
Megan Lowe 1,This Corrosion,Rock,Alternative,2016,0,0,1,0
Memphis Grange Recordings,This Corrosion,Rock,Metal,2020,0,0,1,0
Powerful Kramler,This Corrosion,Unspecified,Straight,2014,0,0,1,0
Powers of Ten,This Corrosion,Unspecified,Straight,2021,0,0,1,0
resume,This Corrosion,Metal,Straight,2019,0,0,1,0
Sol Eyoka,This Corrosion,Goth,Acoustic,2015,0,0,1,0
"Steve Lieberman, The Gangsta Rabbi",This Corrosion,Unspecified,Industrial,2021,0,0,1,0
The Ghost Within & Kris Head,This Corrosion,Unspecified,Metal,2013,0,0,1,0
The Sleep Ritual,This Corrosion,Goth,Straight,2012,0,0,1,0
My Despair,This Corrosion,Darkwave,Straight,2019,0,1,0,0
Diane Birch,This Corrosion,Soul,Soul,2010,1,0,0,0
Excursia,This Corrosion,Metal,Metal,2017,1,0,0,0
Gary Brown,This Corrosion,Pop,Unknown,2018,1,0,0,0
New Tribute Kings,This Corrosion,Unspecified,Straight,2014,1,0,0,0
Chiptune Planet,Torch,Electronic,Electronic,2015,0,0,0,1
God Funk City,Torch,Unspecified,Alternative,2020,0,0,0,1
Red King,Torch,Unspecified,Alternative,2015,0,0,0,1
Rock Fantasma,Torch,Unspecified,Straight,2013,0,0,0,1
Adam Colegrove Personal,Torch,Goth,Straight,2014,0,0,1,0
Paranoid Android,Train,Unspecified,Straight,2016,0,0,1,1
Burning Gates,Train,Goth,Straight,2000,1,0,0,1
luke anthony,Train,Unspecified,Alternative,2015,0,0,0,1
Brad Salyn,Train,Unspecified,Straight,2019,0,0,1,0
The Council Of Days,Train,Goth,Straight,2014,0,0,1,0
Marcel Bartholo,Under The Gun,Unspecified,Acoustic,2016,0,0,0,1
Marcony,Under The Gun,Unspecified,Alternative,2019,0,0,0,1
Dave Prescott,Under The Gun,Electronic,Electronic,2019,0,0,1,0
The Brothers of Tyranny,Under The Gun,Electronic,Electronic,2013,0,0,1,0
Industrial Park,Valentine,Post Punk,Straight,2012,0,1,1,1
The House Of Usher,Valentine,Goth,Straight,2000,1,0,0,1
Halo,Valentine,Unspecified,Straight,2020,0,0,0,1
JADEaD,Valentine,Unspecified,Alternative,2014,0,0,0,1
Blumenhofen,Valentine,Goth,Straight,2021,0,0,1,0
Botchandango,Valentine,Goth,Straight,2012,0,0,1,0
Jandoyleband,Valentine,Darkwave,Darkwave,2015,0,0,1,0
Nmacog,Valentine,Goth,Straight,2012,0,0,1,0
Hybrid Spirits,Vision Thing,Alternative,Straight,2019,0,0,1,1
Alan Robert,Vision Thing,Unspecified,Straight,2021,0,0,0,1
Brian Larsen,Vision Thing,Unspecified,Straight,2021,0,0,0,1
DYSLEXIC FUDGICLE,Vision Thing,Unspecified,Straight,2012,0,0,0,1
Left of the Dial,Vision Thing,Unspecified,Straight,2016,0,0,0,1
madsmith,Vision Thing,Unspecified,Straight,2016,0,0,0,1
Prong,Vision Thing,Unspecified,Straight,2018,0,0,0,1
Sweet Noise,Vision Thing,Unspecified,Metal,2011,0,0,0,1
Transgression Zero,Vision Thing,Unspecified,Straight,2021,0,0,0,1
Wedding In Hades,Vision Thing,Unspecified,Metal,2010,0,0,0,1
Zombie Thirteen,Vision Thing,Unspecified,Straight,2021,0,0,0,1
Joe Crud,Vision Thing,Unspecified,Punk,2016,0,0,1,0
Lethal Dance,Vision Thing,Metal,Metal,2014,0,0,1,0
Skinjob,Vision Thing,Electronic,Electronic,2017,0,0,1,0
The Psychedelics,Vision Thing,Rock,Straight,2017,0,0,1,0
Tom Rattler,Vision Thing,Unspecified,Metal,2017,0,0,1,0
Microwaved,Vision Thing,Industrial,Industrial,2014,0,1,0,0
Kindred Spirits,Vision Thing,Unspecified,Darkwave,2005,1,0,0,0
Paradise Lost,Walk Away,Metal,Metal,2020,1,0,0,1
Shamefaces,Walk Away,Unspecified,Straight,2007,1,0,0,1
CWB Geraçao,Walk Away,Unspecified,Straight,2016,0,0,0,1
luke anthony,Walk Away,Unspecified,Straight,2015,0,0,0,1
Made Of Pain,Walk Away,Unspecified,Metal,2015,0,0,0,1
madsmith,Walk Away,Unspecified,Straight,2020,0,0,0,1
Multinational Polytechnic Corp,Walk Away,Unspecified,Electronic,2010,0,0,0,1
Nursery Rhymes,Walk Away,Unspecified,Straight,2020,0,0,0,1
Plastique Noir,Walk Away,Unspecified,Straight,2018,0,0,0,1
Rin Whitestag,Walk Away,Unspecified,Straight,2015,0,0,0,1
ROCKIN' PARTY,Walk Away,Unspecified,Straight,2008,0,0,0,1
The Guests,Walk Away,Unspecified,Straight,2011,0,0,0,1
Two Hands,Walk Away,Electronic,Electronic,2012,0,0,0,1
Vena Valley,Walk Away,Unspecified,Metal,2016,0,0,0,1
Carnival Star,Walk Away,Goth,Straight,2014,0,1,1,0
Botchandango,Walk Away,Goth,Straight,2013,0,0,1,0
Dave Prescott,Walk Away,Rock,Electronic,2019,0,0,1,0
Interstitial,Walk Away,Goth,Darkwave,2012,0,0,1,0
Brad Salyn,War On Drugs,Unspecified,Straight,2019,0,0,1,0
David Mawtus,"We Are The Same, Susanne",Unspecified,Electronic,2016,0,0,0,1
Never Mind,"We Are The Same, Susanne",Unspecified,Alternative,2012,0,0,0,1
Strangel,"We Are The Same, Susanne",Unspecified,Alternative,2008,0,0,0,1
T.N.V ( The Negative Visions ),"We Are The Same, Susanne",Unspecified,Straight,2014,0,0,0,1
Zombie Thirteen,"We Are The Same, Susanne",Unspecified,Straight,2021,0,0,0,1
Brad Salyn,"We Are The Same, Susanne",Rock,Straight,2019,0,0,1,0
Chdotcom,"We Are The Same, Susanne",Metal,Straight,2015,0,0,1,0
Layne Lyre,"We Are The Same, Susanne",Goth,Straight,2021,0,0,1,0
Never Mind,"We Are The Same, Susanne",Goth,Straight,2020,0,0,1,0
Oli Dee,"We Are The Same, Susanne",Rock,Alternative,2021,0,0,1,0
The Brothers of Tyranny,"We Are The Same, Susanne",Electronic,Electronic,2013,0,0,1,0
STELLAR CORPSES,When You Don't See Me,Unspecified,Straight,2016,0,0,1,1
8bit Goth,When You Don't See Me,Electronic,Electronic,2020,0,0,0,1
Aire,When You Don't See Me,Unspecified,Alternative,2010,0,0,0,1
atombuzz,When You Don't See Me,Unspecified,Straight,1996,0,0,0,1
Chiptune Planet,When You Don't See Me,Electronic,Electronic,2015,0,0,0,1
Demongrad,When You Don't See Me,Unspecified,Acoustic,2013,0,0,0,1
Dystopia of Truth,When You Don't See Me,Unspecified,Alternative,2020,0,0,0,1
Gravitational Pull,When You Don't See Me,Unspecified,Straight,2021,0,0,0,1
Illumini X,When You Don't See Me,Unspecified,Darkwave,2015,0,0,0,1
Lesbian Bed Death,When You Don't See Me,Unspecified,Metal,2014,0,0,0,1
Mark Wilkins,When You Don't See Me,Acoustic,Acoustic,2019,0,0,0,1
RAVEN SAID,When You Don't See Me,Unspecified,Straight,2017,0,0,0,1
Stevie Perez,When You Don't See Me,Acoustic,Acoustic,2017,0,0,0,1
TENEBRAS SEX,When You Don't See Me,Unspecified,Straight,2020,0,0,0,1
The Special Guests,When You Don't See Me,Unspecified,Straight,2019,0,0,0,1
Ислам Шахабов,When You Don't See Me,Acoustic,Acoustic,2017,0,0,0,1
Edbd,When You Don't See Me,Metal,Alternative,2020,0,1,1,0
Ariel-Agusto,When You Don't See Me,Goth,Straight,2013,0,0,1,0
John Waitz,When You Don't See Me,Rock,Acoustic,2018,0,0,1,0
kriskarter,When You Don't See Me,Experemental,Darkwave,2016,0,0,1,0
Moment24,When You Don't See Me,Alternative,Straight,2022,0,0,1,0
Samedy,When You Don't See Me,Goth,Straight,2013,0,0,1,0
Brad Salyn,Will I Dream?,Unspecified,Straight,2019,0,0,1,0
Tenebras Sex,You Could Be The One,Rock,Straight,2020,0,0,1,1
The Sisters Of Murphy,You Could Be The One,Goth,Straight,2016,0,0,0,1